date,m1_supply,gdp,fed_funds_rate,fed_bal,gov_debt,velocity_money,nasdaq100,btc_price,housing_index,commod_index,energy_index,cpi_index,unit_labor,personal_savings,personal_expenses,rent_prim_res
2017-10,3606.3,19894.75,1.15,4460422.0,20492747.0,5.516665280204087,5981.92,,403.87,115.562701096136,129.925088291476,246.626,109.144,1031.717,13383.4,311.501
2017-11,3631.0,19981.662,1.16,4455887.0,20691712.333333332,5.503074084274305,6248.65,,405.76666666666665,120.500268941428,140.765423018447,247.284,109.289,1053.5106666666668,13479.8,312.67
2017-12,3610.6,20068.574,1.3,4437148.0,20890677.666666668,5.558237965989033,6337.87,,407.66333333333336,121.992279700185,143.637979173419,247.805,109.434,1075.3043333333333,13609.0,313.904
2018-01,3656.2,20155.486,1.41,4443718.0,21089643.0,5.512686942727423,6619.6849999999995,8520.01,409.56,128.461669849086,152.812740382656,248.859,109.579,1097.098,13628.4,314.788
2018-02,3619.0,20260.389666666666,1.42,4420745.0,21124785.333333332,5.598339228147738,6901.5,8520.01,412.08,126.349051212069,147.221807973306,249.529,109.61266666666667,1106.1513333333332,13668.3,315.277
2018-03,3663.4,20365.293333333335,1.51,4396097.0,21159927.666666668,5.559123582828338,6750.54,10895.92,414.6,126.116602528028,147.282110157735,249.577,109.64633333333333,1115.2046666666668,13735.4,315.883
2018-04,3655.2,20470.197,1.69,4386104.0,21195070.0,5.600294648719633,6390.84,6816.01,417.12,128.083658939941,151.756233761497,250.227,109.68,1124.258,13792.1,316.763
2018-05,3650.8,20542.557333333334,1.7,4356129.0,21302066.0,5.626864614148497,6681.961,9072.29,418.81333333333333,132.836006812929,162.898254687632,250.792,109.909,1147.281,13860.2,317.49
2018-06,3652.2,20614.917666666664,1.82,4319191.0,21409062.0,5.64452047167917,7083.926,7514.32,420.50666666666666,131.646123912483,163.175141815922,251.018,110.138,1170.304,13900.2,318.318
2018-07,3677.5,20687.278,1.91,4289764.0,21516058.0,5.6253645139360975,7097.82,6349.5,422.2,129.840947702809,164.473377966392,251.214,110.367,1193.327,13952.3,319.351
2018-08,3693.2,20731.274999999998,1.91,4255653.0,21668737.333333332,5.613363749593848,7272.887,7603.99,422.68666666666667,127.500840494068,163.167846533993,251.663,110.55566666666667,1231.0563333333334,14001.1,320.651
2018-09,3701.8,20775.272,1.95,4208496.0,21821416.666666668,5.612208114971095,7459.17,7191.08,423.17333333333335,131.720310839944,172.605783575972,252.182,110.74433333333334,1268.7856666666667,14013.0,321.533
2018-10,3728.2,20819.269,2.19,4174704.0,21974096.0,5.584268279598734,7645.453,6572.83,423.66,132.817541291737,172.287544875428,252.772,110.933,1306.515,14096.5,322.628
2018-11,3705.6,20883.874333333333,2.2,4141936.0,21992024.0,5.635760560592977,7069.172,6344.0,425.2366666666667,121.454747024837,148.043063047674,252.594,111.47733333333333,1372.7706666666668,14160.6,323.968
2018-12,3763.4,20948.479666666666,2.27,4086044.0,22009952.0,5.56637074631096,7062.133,4142.01,426.81333333333333,115.900162011294,132.6931816386,252.767,112.02166666666668,1439.0263333333332,14051.7,324.815
2019-01,3754.8,21013.085,2.4,4058378.0,22027880.0,5.596326036007244,6968.8265,3826.1,428.39,117.018940738945,132.837897195512,252.718,112.566,1505.282,14090.0,325.597
2019-02,3762.9,21099.539333333334,2.4,4026350.0,22026347.666666668,5.607254865484954,6875.52,3437.5,430.7633333333333,118.744238482665,135.187803319121,253.322,112.364,1473.7076666666667,14113.9,326.351
2019-03,3733.6,21185.993666666665,2.41,3969134.0,22024815.333333332,5.67441441682737,7151.57,3806.17,433.13666666666666,119.364307743277,137.135341779574,254.202,112.16199999999999,1442.1333333333332,14233.8,327.513
2019-04,3775.0,21272.448,2.42,3935509.0,22023283.0,5.635085562913908,7478.414,4137.0,435.51,122.77998094573,142.678897730099,255.211,111.96,1410.559,14272.6,328.678
2019-05,3783.2,21358.911666666667,2.39,3889691.0,22255322.666666668,5.645726281102418,7751.848,5321.15,437.3566666666667,119.639814357328,137.663088499814,255.29,111.78933333333333,1414.3046666666667,14322.1,329.333
2019-06,3824.4,21445.375333333333,2.38,3847645.0,22487362.333333332,5.607513684063731,6978.016,8558.01,439.2033333333333,114.86701571619,122.075818909474,255.159,111.61866666666666,1418.0503333333334,14376.6,330.648
2019-07,3856.8,21531.839,2.4,3813198.0,22719402.0,5.582824880730139,7768.137,10570.62,441.05,117.375106218246,125.732460316235,255.685,111.448,1421.796,14448.3,331.605
2019-08,3858.9,21590.07,2.13,3781543.0,22880061.333333332,5.594876778356526,7801.145,10417.24,442.36333333333334,112.040003428534,117.138291954721,256.059,111.81766666666667,1430.8236666666667,14487.0,332.638
2019-09,3900.0,21648.301,2.04,3761508.0,23040720.666666668,5.55084641025641,7742.643,9769.64,443.6766666666667,114.073675334073,122.437301774977,256.511,112.18733333333333,1439.8513333333333,14511.2,333.834
2019-10,3935.3,21706.532,1.83,3945831.0,23201380.0,5.515851904556196,7684.141,8323.43,444.99,112.652198070281,119.797167150738,257.244,112.557,1448.879,14554.2,334.68
2019-11,3955.3,21650.36533333333,1.55,4039443.0,23208857.666666668,5.473760608129176,8161.168,9268.0,446.7033333333333,116.427399713612,127.631461684005,257.803,113.57533333333333,1566.3133333333333,14613.8,335.819
2019-12,4007.1,21594.198666666667,1.55,4065696.0,23216335.333333332,5.388984219676741,8309.262,7413.84,448.4166666666667,119.29872697487,131.104220041825,258.616,114.59366666666666,1683.7476666666666,14689.2,336.789
2020-01,3993.6,21538.032,1.55,4173626.0,23223813.0,5.393137019230769,8717.746,7174.32,450.13,118.811698214241,126.142073238145,259.037,115.612,1801.182,14728.8,337.825
2020-02,4002.9,20904.265,1.58,4166707.0,24308289.0,5.222280096929726,9126.23,9375.06,451.62,110.137603592061,109.289359074945,259.248,116.237,2818.164333333333,14785.7,338.616
2020-03,4261.9,20270.498,0.65,4241507.0,25392765.0,4.75621154883972,8877.977,8490.3,453.11,93.1705055905076,72.9941675035191,258.124,116.862,3835.1466666666665,13806.0,339.519
2020-04,4779.8,19636.731,0.05,5811607.0,26477241.0,4.108274614000585,7486.285,6719.39,454.6,85.0490316170515,55.8905124412157,256.092,117.487,4852.129,12082.4,340.135
2020-05,16232.9,20211.963333333333,0.05,6721420.0,26633291.0,1.2451233811169498,8718.18,8813.9,457.2366666666667,91.7174653391091,68.0114992942952,255.868,116.26533333333333,4209.385333333334,13129.4,340.811
2020-06,16563.5,20787.195666666667,0.08,7165217.0,26789341.0,1.2550001911834254,9598.887,10212.38,459.87333333333333,99.8921663876564,82.3975635948022,256.986,115.04366666666667,3566.6416666666664,13937.5,341.294
2020-07,16763.8,21362.428,0.09,7009040.0,26945391.0,1.2743189491642706,10279.246,9239.09,462.51,102.887179091693,86.4165473565575,258.278,113.822,2923.898,14230.1,341.95
2020-08,16896.7,21476.520666666667,0.1,6945237.0,27212860.0,1.2710482322978254,11055.078,11805.82,465.9033333333333,108.679955303339,93.2271857476264,259.411,115.075,2746.6473333333333,14352.8,342.444
2020-09,17161.5,21590.61333333333,0.09,7017492.0,27480329.0,1.258084277792345,12292.863,11911.74,469.2966666666667,108.316139767123,91.2975553598975,260.029,116.328,2569.396666666667,14583.3,342.91
2020-10,17365.3,21704.706,0.09,7074649.0,27747798.0,1.2498894922633066,11583.203,10598.64,472.69,111.1977438395,95.4028571823368,260.286,117.581,2392.146,14626.1,343.615
2020-11,17626.7,21907.753999999997,0.09,7157479.0,27876055.333333332,1.2428732547782624,11084.758,13784.52,476.4766666666667,115.064257828697,100.89541152644,260.813,117.16066666666667,2924.34,14561.0,344.039
2020-12,17834.4,22110.802,0.09,7222414.0,28004312.666666668,1.2397839007760283,12455.33,18763.35,480.2633333333333,125.071304430424,118.493979515052,262.035,116.74033333333333,3456.534,14571.1,344.455
2021-01,18106.8,22313.85,0.09,7334809.0,28132570.0,1.232346411292995,12852.115,29391.09,484.05,136.730518797096,138.446272490708,262.65,116.32,3988.728,14932.2,344.758
2021-02,18367.2,22558.211333333333,0.08,7410598.0,28264858.666666668,1.2281791091365768,13248.9,33457.6,493.0366666666667,137.808975950498,137.664908345644,263.638,116.75133333333333,3318.6776666666665,14843.2,345.242
2021-03,18641.3,22802.572666666667,0.07,7557524.0,28397147.333333332,1.223228673250614,13282.95,49652.19,502.0233333333333,140.863730997543,142.136548338262,264.914,117.18266666666666,2648.6273333333334,15619.1,345.717
2021-04,18927.5,23046.934,0.07,7708882.0,28529436.0,1.2176427948751816,13329.51,58768.84,511.01,145.07003950811,143.193714211993,266.67,117.614,1978.577,15712.6,346.267
2021-05,19259.5,23214.762666666666,0.06,7810486.0,28495930.333333332,1.2053668406068,13799.72,57868.94,520.5,154.791655112804,154.557474298451,268.444,118.49733333333333,1875.4086666666667,15767.9,347.016
2021-06,19319.5,23382.591333333334,0.08,7935703.0,28462424.666666668,1.2103103772526895,13654.59,36764.58,529.99,160.343323964529,170.895141089492,270.559,119.38066666666667,1772.2403333333332,15960.1,347.833
2021-07,19492.0,23550.42,0.1,8097773.0,28428919.0,1.2082095218551199,14560.05,33538.49,539.48,164.61883911581,181.349916097512,271.764,120.264,1669.072,16027.9,348.469
2021-08,19728.7,23816.653666666665,0.09,8235073.0,28825017.666666668,1.2072084661770246,14963.62,39816.76,545.69,162.987735857993,183.806514750323,272.87,120.622,1558.4103333333333,16146.0,349.71
2021-09,19872.5,24082.887333333332,0.08,8349173.0,29221116.333333332,1.211870038159936,15611.57,48889.19,551.9,171.241055307074,212.879064204438,274.028,120.97999999999999,1447.7486666666666,16268.0,351.255
2021-10,20063.4,24349.121,0.08,8464032.0,29617215.0,1.2136089097560732,14791.87,48145.34,558.11,191.012919415505,256.460754221011,276.522,121.338,1337.087,16473.7,352.892
2021-11,20279.7,24479.574,0.08,8574871.0,29878463.333333332,1.207097442269856,15905.28,60950.0,564.9733333333334,182.504525758145,235.683331646882,278.711,122.17433333333332,1153.025,16557.9,354.526
2021-12,20430.5,24610.027,0.08,8650402.0,30139711.666666668,1.2045729179413132,15877.72,57228.47,571.8366666666667,186.093871623357,239.991032497251,280.887,123.01066666666667,968.963,16522.4,355.931
2022-01,20585.5,24740.48,0.08,8765721.0,30400960.0,1.2018401301887252,16501.77,47748.83,578.7,191.638048903216,241.377378261931,282.599,123.847,784.901,16725.6,357.737
2022-02,20661.0,24909.811999999998,0.08,8873211.0,30456834.0,1.205644063694884,15019.68,38745.11,591.9233333333334,203.000167921838,260.048362621765,284.61,124.51766666666666,720.3153333333333,16844.5,359.627
2022-03,20699.1,25079.144,0.2,8904455.0,30512708.0,1.2116055287427956,14005.99,44412.2,605.1466666666666,238.864314245343,331.78375933108,287.472,125.18833333333333,655.7296666666666,17054.2,361.083
2022-04,20617.6,25248.476,0.33,8937592.0,30568582.0,1.2246079078069223,14861.21,46222.43,618.37,227.093351794094,300.53317790586,288.611,125.859,591.144,17115.6,362.951
2022-05,20627.6,25406.964333333333,0.77,8939972.0,30688692.0,1.2316975476222796,13075.85,38496.42,621.8733333333333,225.235192786639,306.674979216909,291.268,126.06466666666667,563.3136666666667,17231.1,365.116
2022-06,20556.5,25565.452666666664,1.21,8915050.0,30808802.0,1.2436675828407884,12548.36,29779.16,625.3766666666667,230.672107311417,328.123480404175,294.728,126.27033333333333,535.4833333333333,17437.4,367.927
2022-07,20532.6,25723.941,1.68,8891851.0,30928912.0,1.2528340784898162,11585.68,19270.3,628.88,228.657430940237,343.809997418561,294.628,126.476,507.653,17420.3,370.448
2022-08,20472.4,25860.11333333333,2.33,8874620.0,30928912.0,1.2631696006981756,12940.78,23250.19,628.88,241.342146350829,376.412082569145,295.32,126.58833333333334,522.7213333333333,17550.9,373.283
2022-09,20283.4,25996.285666666667,2.56,8822401.0,30928912.0,1.2816532566860914,12274.62,20112.51,628.88,219.702440815449,330.149585913898,296.539,126.70066666666666,537.7896666666667,17656.8,376.569
2022-10,20100.3,26132.458,3.08,8759053.0,30928912.0,1.3001028840365567,11229.73,19308.76,628.88,191.042783461281,259.858676189934,297.987,126.813,552.858,17797.9,379.436
2022-11,19935.8,26132.458,3.78,8676870.0,30928912.0,1.31083066643927,11288.95,20479.49,628.88,191.066198055729,256.859738716857,298.598,126.813,552.858,17778.8,382.562
2022-12,19685.8,26132.458,4.1,8582735.0,30928912.0,1.3274775726665922,12041.89,16980.55,628.88,193.86390554883,258.501791014275,298.99,126.813,552.858,17737.2,385.649
